Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenurePerJobLevel,PromotionLag
44,0,2,1,4,3,3,4,1,3,2,0,2,2,5933,0,12,3,4,0,10,2,2,5,2,2,3,1.6666666666666667,0.3333333333333333
25,0,2,1,2,1,3,1,1,4,1,6,1,2,3424,0,13,3,3,0,6,3,2,4,3,0,1,2.0,0.0
33,0,2,2,1,3,3,1,1,4,2,7,1,0,4037,0,22,4,1,1,9,5,3,9,8,0,8,3.0,0.0
35,0,2,1,27,1,3,3,0,2,1,6,1,2,2559,0,11,3,4,0,6,3,2,6,5,1,1,3.0,0.14285714285714285
36,0,2,2,1,2,1,2,1,3,2,7,4,1,6201,1,14,3,4,1,18,1,2,18,14,4,11,6.0,0.21052631578947367
32,0,2,2,13,4,1,2,1,3,2,7,4,0,4403,0,11,3,3,1,8,3,2,5,2,0,3,1.6666666666666667,0.0
30,0,1,1,5,4,1,2,1,2,1,6,4,0,3761,0,12,3,2,1,10,3,2,5,4,0,3,2.5,0.0
53,0,2,2,7,2,2,1,0,2,3,7,4,1,10934,1,18,3,4,1,35,3,3,5,2,0,4,1.25,0.0
45,0,2,2,9,3,2,4,1,3,3,7,1,0,10761,1,12,3,3,1,18,2,3,5,4,0,2,1.25,0.0
32,0,2,1,8,2,3,3,0,4,2,6,3,1,5175,0,12,3,3,1,9,3,2,5,3,1,3,1.6666666666666667,0.16666666666666666
52,0,1,1,25,4,3,3,0,2,4,4,4,1,13826,0,22,4,3,0,31,3,3,9,8,0,0,1.8,0.0
37,0,2,2,16,4,2,4,1,2,2,7,3,0,6334,0,19,3,4,2,9,2,3,1,0,0,0,0.3333333333333333,0.0
28,0,2,0,8,2,3,2,1,2,1,1,4,0,4936,0,13,3,4,1,6,6,3,5,1,0,4,2.5,0.0
22,0,2,1,1,2,1,4,1,2,2,4,4,1,4775,0,22,4,1,2,4,2,1,2,2,2,2,0.6666666666666666,0.6666666666666666
44,0,2,1,8,4,1,1,1,4,1,2,4,1,2818,1,24,4,3,1,10,2,2,3,2,0,2,1.5,0.0
42,0,1,1,2,1,3,2,1,3,1,6,4,2,2515,1,14,3,4,0,8,2,3,2,1,2,2,1.0,0.6666666666666666
36,0,2,0,8,3,1,1,1,2,1,1,1,1,2342,0,21,4,3,0,6,3,3,5,4,0,3,2.5,0.0
25,0,2,2,3,1,4,3,1,3,2,7,1,1,4194,1,18,3,4,0,5,3,3,5,3,0,3,1.6666666666666667,0.0
35,0,2,1,9,3,1,4,0,2,3,4,3,1,10685,1,20,4,2,1,17,2,3,17,14,5,15,4.25,0.2777777777777778
35,1,1,1,25,4,1,4,0,3,1,6,2,0,2022,1,19,3,1,1,10,3,2,10,2,7,8,5.0,0.6363636363636364
32,0,0,1,1,3,1,4,1,3,1,2,4,0,2314,0,12,3,2,1,4,2,3,3,0,0,2,1.5,0.0
25,0,2,2,4,1,2,3,1,2,2,7,1,1,4256,0,12,3,1,0,5,1,4,5,2,0,3,1.6666666666666667,0.0
49,0,2,1,1,3,5,3,0,3,1,6,1,1,3580,0,16,3,2,1,7,2,3,4,2,0,2,2.0,0.0
24,0,0,1,4,1,1,1,1,2,1,2,4,1,3162,0,17,3,4,0,6,2,2,5,2,3,4,2.5,0.5
32,0,1,2,5,2,1,2,1,3,2,7,2,1,6524,0,14,3,4,1,10,3,3,10,8,5,3,3.3333333333333335,0.45454545454545453
38,0,2,2,9,3,2,2,1,2,1,8,2,1,2899,0,19,3,4,1,3,3,3,2,2,1,2,1.0,0.3333333333333333
42,0,2,1,3,3,1,3,0,4,2,2,4,1,5231,1,13,3,2,1,17,1,2,5,3,1,3,1.6666666666666667,0.16666666666666666
31,0,2,1,11,4,1,4,1,3,1,6,4,1,2356,1,19,3,2,1,8,2,3,6,4,0,2,3.0,0.0
29,1,2,2,1,3,3,2,0,2,1,8,3,0,2800,1,19,3,3,3,5,3,3,3,2,0,2,1.5,0.0
53,0,2,2,8,3,2,1,1,3,4,7,4,1,11836,0,14,3,3,1,28,3,3,2,0,2,2,0.4,0.6666666666666666
35,0,2,1,25,3,5,4,1,2,3,4,2,1,10903,0,16,3,1,0,16,2,3,13,10,4,8,3.25,0.2857142857142857
37,0,1,2,21,2,3,3,0,3,1,8,4,1,2973,0,15,3,2,1,10,3,3,5,4,0,0,2.5,0.0
53,0,2,1,23,4,1,4,0,3,4,5,4,2,14275,0,18,3,3,0,33,0,3,12,9,3,8,2.4,0.23076923076923078
43,0,1,1,1,3,1,4,0,3,2,0,4,1,5562,0,13,3,2,1,12,2,2,5,2,2,2,1.6666666666666667,0.3333333333333333
47,0,2,2,2,2,2,3,0,3,2,7,4,1,4537,1,22,4,1,1,8,2,3,7,6,7,7,2.3333333333333335,0.875
37,0,0,2,19,2,3,1,1,3,3,7,2,2,7642,1,13,3,4,0,10,2,3,10,0,0,9,2.5,0.0
50,0,0,1,2,4,1,1,1,3,4,3,1,0,17924,0,11,3,4,1,31,3,3,31,6,14,7,6.2,0.4375
39,0,2,0,2,3,1,4,0,2,2,1,4,1,5204,0,11,3,3,2,13,2,3,5,4,0,4,1.6666666666666667,0.0
33,0,2,0,3,2,0,4,1,3,1,1,2,0,2277,1,11,3,3,1,7,4,4,4,3,0,3,2.0,0.0
32,1,2,1,25,4,1,1,1,3,1,2,4,2,2795,1,24,4,3,0,1,2,1,1,0,0,1,0.5,0.0
29,0,2,1,7,1,3,1,0,2,1,2,4,0,2532,0,14,3,3,3,8,5,3,4,3,0,3,2.0,0.0
44,0,2,1,9,2,1,2,1,3,1,6,1,1,2559,1,13,3,4,0,8,0,3,8,7,7,1,4.0,0.7777777777777778
28,0,2,2,5,4,3,1,1,3,2,7,4,2,4908,0,14,3,2,0,4,3,3,4,2,0,2,1.3333333333333333,0.0
58,1,1,1,2,1,1,4,1,2,1,2,4,0,2380,1,14,3,4,1,3,3,2,1,0,0,0,0.5,0.0
43,0,2,1,8,3,1,1,0,3,2,4,2,0,4765,0,21,4,3,1,4,2,4,1,0,0,0,0.3333333333333333,0.0
20,1,2,2,2,3,3,3,0,2,1,8,3,2,2044,0,13,3,4,0,2,3,2,2,2,0,2,1.0,0.0
21,1,2,1,18,1,4,4,0,3,1,6,4,2,2693,0,19,3,1,0,1,3,2,1,0,0,0,0.5,0.0
36,0,2,1,14,1,1,3,1,3,2,0,4,1,6586,1,17,3,1,1,17,2,2,16,8,4,11,5.333333333333333,0.23529411764705882
47,0,2,2,2,4,1,4,0,2,1,8,4,2,3294,1,18,3,1,0,3,3,2,3,2,1,2,1.5,0.25
22,1,2,1,3,1,1,2,0,3,2,4,3,1,4171,1,19,3,1,1,4,3,4,3,2,0,2,1.0,0.0
41,1,2,1,2,4,1,2,0,1,1,2,4,0,2778,1,13,3,3,1,10,1,2,7,7,1,0,3.5,0.125
28,0,2,1,9,3,3,3,0,3,1,6,3,0,2377,0,18,3,2,1,6,2,3,2,2,2,2,1.0,0.6666666666666666
39,1,2,1,6,3,3,4,1,3,1,2,1,1,2404,1,21,4,4,0,8,2,1,2,2,2,2,1.0,0.6666666666666666
27,0,2,1,4,3,1,2,0,3,1,6,3,2,2318,0,19,3,3,0,1,2,3,1,1,0,0,0.5,0.0
34,0,2,1,10,3,1,2,1,3,1,2,2,0,2008,0,14,3,2,2,1,3,3,1,0,1,0,0.5,0.5
42,0,2,2,14,2,3,3,0,2,2,7,3,2,6244,0,17,3,1,0,10,6,3,5,4,0,3,1.6666666666666667,0.0
33,0,2,1,1,4,4,3,1,2,1,6,1,2,2799,1,11,3,2,0,6,1,3,3,2,0,2,1.5,0.0
58,0,2,1,5,3,5,3,0,2,3,0,2,0,10552,1,13,3,4,1,24,3,3,6,0,0,4,1.5,0.0
31,0,2,2,7,4,1,2,1,2,1,8,3,1,2329,0,15,3,2,0,13,2,4,7,7,5,2,3.5,0.625
35,0,2,1,21,1,1,4,0,3,2,0,4,1,4014,1,25,4,4,1,10,2,1,10,6,0,7,3.3333333333333335,0.0
49,0,2,1,8,2,4,1,0,3,3,2,2,1,7403,0,11,3,3,1,29,3,2,26,9,1,7,6.5,0.037037037037037035
48,0,2,1,20,4,3,4,1,3,1,6,3,1,2259,0,17,3,1,2,13,2,2,0,0,0,0,0.0,0.0
31,0,0,2,20,2,2,4,0,3,2,7,3,1,6932,0,13,3,4,1,9,2,2,9,8,0,0,3.0,0.0
36,0,2,1,7,4,4,2,1,3,1,6,4,2,4678,0,18,3,3,0,8,6,3,6,2,0,1,3.0,0.0
38,0,2,1,1,3,5,4,0,3,3,5,1,1,13582,0,13,3,2,1,15,3,3,15,12,5,11,3.75,0.3125
32,0,0,1,1,3,1,3,0,2,1,2,2,1,2332,0,20,4,3,0,5,3,3,3,0,0,2,1.5,0.0
25,1,2,2,19,2,2,3,1,2,1,8,2,1,2413,1,18,3,3,3,1,2,3,1,0,0,0,0.5,0.0
40,0,2,2,10,4,2,1,1,2,3,7,2,0,9705,0,12,3,2,1,11,2,2,1,0,0,0,0.25,0.0
26,0,1,2,1,3,3,3,1,2,2,7,1,2,4294,0,12,3,2,0,7,2,3,7,7,0,7,2.3333333333333335,0.0
41,0,2,1,6,3,3,4,1,3,1,2,1,2,4721,1,13,3,3,0,20,3,3,18,13,2,17,9.0,0.10526315789473684
36,0,2,1,2,4,3,3,1,3,1,2,3,2,2519,0,21,4,3,0,16,6,3,11,8,3,9,5.5,0.25
19,1,2,2,21,3,4,4,1,2,1,8,2,2,2121,1,13,3,2,0,1,3,4,1,0,0,0,0.5,0.0
20,1,2,1,4,3,5,1,1,3,1,2,1,2,2973,0,19,3,2,0,1,2,3,1,0,0,0,0.5,0.0
31,0,2,1,12,3,3,4,0,3,2,0,4,1,5855,1,11,3,3,2,10,2,1,9,7,8,5,3.0,0.8
40,0,1,1,9,4,3,4,1,3,1,6,2,0,3617,1,14,3,4,1,3,2,3,1,1,0,0,0.5,0.0
32,0,2,1,3,4,3,3,0,3,2,4,1,1,6725,0,12,3,3,1,8,2,4,8,7,6,3,2.6666666666666665,0.6666666666666666
36,1,2,2,3,1,1,3,1,2,3,7,4,1,10325,1,11,3,1,1,16,6,3,16,7,3,7,4.0,0.17647058823529413
33,0,2,1,1,3,1,2,0,2,2,0,4,2,6949,0,14,3,1,0,6,3,3,5,0,1,4,1.6666666666666667,0.16666666666666666
37,1,2,2,1,4,1,1,1,2,3,7,3,1,10609,0,11,3,3,0,17,2,1,14,1,11,7,3.5,0.7333333333333333
45,0,0,1,4,2,1,3,1,3,2,2,2,1,4447,0,12,3,2,0,9,5,2,9,7,0,8,3.0,0.0
29,0,1,2,20,3,5,3,0,3,1,8,4,1,2157,0,15,3,2,1,3,5,3,3,1,0,2,1.5,0.0
35,0,2,2,18,3,3,3,0,3,2,7,3,1,4601,0,16,3,2,0,5,3,3,5,2,1,0,1.6666666666666667,0.16666666666666666
52,0,2,1,1,2,1,4,1,3,4,3,4,1,17099,0,15,3,2,1,26,2,2,9,8,7,8,1.8,0.7
58,1,2,1,2,3,5,4,1,3,1,6,3,2,2479,0,24,4,1,0,7,4,3,1,0,0,0,0.5,0.0
53,0,2,2,2,2,3,3,1,3,4,3,3,0,14852,0,13,3,3,1,22,3,4,17,13,15,2,3.4,0.8333333333333334
30,0,2,2,8,2,4,3,1,3,3,7,3,0,7264,0,11,3,1,1,10,2,4,8,4,7,7,2.0,0.7777777777777778
38,0,0,2,10,3,5,3,0,3,2,7,4,2,5666,1,13,3,2,0,6,1,3,5,3,1,3,1.6666666666666667,0.16666666666666666
35,0,2,2,3,4,1,4,1,3,3,7,4,0,7823,0,13,3,2,1,12,2,3,10,9,0,8,2.5,0.0
39,0,2,2,2,5,1,1,1,4,3,7,3,2,7880,0,18,3,4,0,9,3,3,8,7,0,7,2.0,0.0
40,1,0,2,24,3,1,2,0,4,4,7,2,2,13194,1,16,3,4,0,22,2,2,1,0,0,0,0.2,0.0
47,0,1,1,16,4,3,3,1,4,2,4,3,0,5067,1,19,3,3,0,20,3,4,19,10,2,7,6.333333333333333,0.1
36,0,0,2,8,4,5,1,1,3,2,7,4,0,5079,0,13,3,4,2,12,3,3,7,7,0,7,2.3333333333333335,0.0
31,1,0,1,9,2,3,3,1,2,1,6,1,2,2321,1,22,4,1,0,4,0,3,3,2,1,2,1.5,0.25
33,0,0,2,17,3,1,4,1,3,4,3,3,2,17444,0,11,3,4,0,10,2,3,10,8,6,0,2.0,0.5454545454545454
29,1,2,1,10,3,1,4,0,2,1,6,1,2,2404,1,20,4,3,0,3,5,3,0,0,0,0,0.0,0.0
33,0,2,1,13,1,1,2,0,3,1,6,4,2,3452,0,18,3,1,0,5,4,3,3,2,0,2,1.5,0.0
45,0,2,1,1,4,3,4,0,3,1,2,4,0,2270,0,14,3,4,2,8,2,3,5,3,0,2,2.5,0.0
50,0,2,1,1,2,3,4,1,3,4,5,4,0,17399,0,22,4,3,1,32,1,2,5,4,1,3,1.0,0.16666666666666666
33,0,1,1,1,4,4,3,0,4,2,0,2,1,5488,1,13,3,1,1,6,2,3,6,5,1,2,2.0,0.14285714285714285
41,0,1,1,9,3,3,1,1,3,5,5,3,0,19419,0,17,3,2,1,21,2,4,18,16,0,11,3.0,0.0
27,0,2,1,16,4,5,3,0,3,1,2,2,1,2811,0,14,3,2,1,4,2,3,2,2,2,2,1.0,0.6666666666666666
45,0,0,1,23,2,1,4,1,3,2,2,1,1,3633,1,15,3,3,1,9,2,3,9,8,0,8,3.0,0.0
47,0,2,2,4,2,1,4,0,3,2,7,4,2,4163,1,17,3,3,0,9,0,3,9,0,0,7,3.0,0.0
30,1,2,1,22,3,1,1,0,3,1,6,3,1,2132,1,11,3,2,0,7,2,3,5,2,0,1,2.5,0.0
50,0,2,1,24,3,1,4,1,3,4,4,3,1,13973,1,18,3,4,1,22,2,3,12,11,1,5,2.4,0.07692307692307693
38,0,1,1,10,1,3,3,1,3,1,6,3,1,2684,0,17,3,2,1,3,0,2,2,1,0,2,1.0,0.0
46,0,2,1,7,2,3,4,1,3,3,4,3,0,10845,0,13,3,2,1,13,3,3,8,7,0,7,2.0,0.0
24,0,2,1,17,1,3,4,0,2,2,4,3,0,4377,0,15,3,2,2,5,6,3,4,2,3,2,1.3333333333333333,0.6
35,1,2,1,14,4,4,3,1,2,1,2,2,0,3743,1,24,4,4,1,5,2,1,4,2,0,2,2.0,0.0
31,0,1,1,1,1,1,3,0,3,2,4,1,1,4148,0,12,3,3,1,4,1,3,4,3,0,3,1.3333333333333333,0.0
18,0,0,1,5,2,1,2,1,3,1,6,4,2,1051,0,15,3,4,0,0,2,3,0,0,0,0,0.0,0.0
54,0,2,1,17,3,5,3,0,3,3,4,3,1,10739,0,11,3,3,1,22,2,3,10,7,0,8,2.5,0.0
35,0,2,1,25,4,3,3,0,3,3,0,3,0,10388,1,11,3,3,1,16,3,2,16,10,10,1,4.0,0.5882352941176471
30,0,2,1,8,2,1,2,0,4,3,5,1,1,11416,1,12,3,3,3,9,4,2,8,7,1,7,2.0,0.1111111111111111
20,1,2,1,11,3,3,4,0,2,1,6,1,2,2600,1,15,3,1,0,1,2,3,1,0,0,0,0.5,0.0
30,1,1,1,5,3,3,2,0,3,1,2,2,2,2422,0,17,3,1,0,4,3,3,3,2,1,2,1.5,0.25
26,0,2,1,2,2,3,4,1,4,2,4,4,1,5472,0,12,3,2,0,8,2,3,8,7,1,3,2.6666666666666665,0.1111111111111111
22,0,2,1,8,1,1,2,1,1,1,2,1,1,2451,0,15,3,1,1,4,3,2,4,3,1,1,2.0,0.2
48,0,2,1,6,3,1,1,1,2,2,0,3,2,4240,0,13,3,4,0,19,0,3,2,2,2,2,0.6666666666666666,0.6666666666666666
48,0,2,1,4,4,1,3,1,2,3,0,3,2,10999,0,14,3,2,0,27,3,3,15,11,4,8,3.75,0.25
41,0,2,1,7,2,3,4,0,3,2,4,3,2,5003,0,14,3,2,0,8,6,3,2,2,2,1,0.6666666666666666,0.6666666666666666
39,0,2,1,1,1,1,4,0,2,4,4,4,1,12742,0,16,3,3,1,21,3,3,21,6,11,8,4.2,0.5
27,0,2,1,2,4,1,1,0,3,2,4,4,1,4227,0,18,3,2,1,4,2,3,3,2,2,2,1.0,0.5
35,0,2,1,10,3,4,2,1,3,1,2,4,0,3917,0,20,4,1,1,3,4,2,3,2,1,2,1.5,0.25
42,0,2,2,5,2,2,4,1,3,5,3,3,1,18303,0,13,3,2,0,21,3,4,1,0,0,0,0.16666666666666666,0.0
50,0,2,1,9,3,1,1,1,3,1,2,4,1,2380,0,18,3,2,0,8,5,3,1,0,0,0,0.5,0.0
59,0,2,1,2,3,1,3,0,2,4,4,4,2,13726,1,13,3,1,0,30,4,3,5,3,4,3,1.0,0.6666666666666666
37,1,2,1,11,2,3,1,0,1,2,0,2,1,4777,0,15,3,1,0,15,2,1,1,0,0,0,0.3333333333333333,0.0
55,0,1,1,18,4,3,3,1,3,2,0,2,1,6385,1,14,3,4,2,17,3,3,8,7,6,7,2.6666666666666665,0.6666666666666666
41,0,0,1,7,1,1,2,0,1,5,5,3,0,19973,0,22,4,2,2,21,3,3,21,16,5,10,3.5,0.22727272727272727
38,0,2,2,3,4,1,2,1,3,2,7,4,2,6861,1,12,3,3,0,19,1,3,1,0,0,0,0.3333333333333333,0.0
26,1,0,2,29,2,3,2,1,1,2,7,1,2,4969,0,18,3,4,0,7,6,3,2,2,2,2,0.6666666666666666,0.6666666666666666
52,1,2,2,2,1,2,1,0,1,5,3,4,1,19845,0,15,3,4,1,33,3,3,32,14,6,9,5.333333333333333,0.18181818181818182
44,0,2,2,28,3,3,4,0,4,4,7,4,1,13320,1,18,3,3,1,23,2,3,12,11,11,11,2.4,0.8461538461538461
50,0,0,2,1,3,1,4,0,3,2,7,3,1,6347,0,12,3,1,1,19,3,3,18,7,0,13,6.0,0.0
36,1,2,1,16,4,1,3,0,4,1,2,1,2,2743,0,16,3,3,0,18,1,3,17,13,15,14,8.5,0.8333333333333334
39,0,1,1,22,3,3,4,0,3,3,4,1,2,10880,1,13,3,3,0,21,2,3,21,6,2,8,5.25,0.09090909090909091
33,0,0,2,8,1,1,2,0,2,1,8,4,2,2342,0,19,3,4,0,3,2,2,2,2,2,2,1.0,0.6666666666666666
45,0,2,2,11,2,1,4,0,3,4,3,4,1,17650,0,13,3,2,1,26,4,4,9,3,1,1,1.8,0.1
32,0,0,1,29,4,3,4,0,3,1,2,3,2,4025,0,12,3,2,0,10,2,3,8,7,7,7,4.0,0.7777777777777778
34,0,2,2,1,4,2,2,1,4,2,7,4,0,9725,0,11,3,4,1,16,2,2,15,1,0,9,5.0,0.0
59,0,2,2,1,2,5,2,1,3,3,3,4,1,11904,1,14,3,3,1,14,1,1,6,4,0,4,1.5,0.0
45,0,2,0,24,4,3,2,1,3,1,1,2,2,2177,0,16,3,1,0,6,3,3,6,3,0,4,3.0,0.0
53,0,1,2,2,3,2,3,0,2,3,7,2,1,7525,0,12,3,1,1,30,2,3,15,7,6,12,3.75,0.375
36,1,2,1,15,3,4,1,1,3,2,2,3,0,4834,0,14,3,2,1,9,3,2,1,0,0,0,0.3333333333333333,0.0
26,1,1,1,2,3,1,1,1,3,1,6,1,1,2042,1,14,3,2,1,6,2,3,3,2,1,2,1.5,0.25
34,0,2,2,10,4,1,3,0,3,1,8,3,1,2220,1,19,3,4,1,1,2,3,1,1,0,0,0.5,0.0
28,0,2,2,10,1,3,4,1,3,1,8,2,1,1052,0,22,4,2,0,1,5,3,1,0,0,0,0.5,0.0
38,0,1,1,3,4,4,3,1,3,1,6,3,1,2821,0,16,3,1,1,8,2,3,2,2,2,2,1.0,0.6666666666666666
50,0,2,1,2,4,3,2,1,3,5,5,3,1,19237,1,11,3,4,1,29,2,2,8,1,7,7,1.3333333333333333,0.7777777777777778
37,0,2,1,3,3,4,4,0,3,2,0,2,2,4107,0,15,3,1,0,8,3,2,4,3,0,1,1.3333333333333333,0.0
40,0,2,2,26,3,2,3,1,3,2,7,1,1,8396,0,14,3,2,1,8,3,2,7,7,7,5,2.3333333333333335,0.875
26,0,1,1,1,1,3,1,0,2,1,6,3,0,2007,0,13,3,3,2,5,5,3,5,3,1,3,2.5,0.16666666666666666
46,0,2,1,1,4,3,4,1,3,5,5,4,0,19627,0,17,3,4,2,23,0,3,2,2,2,2,0.3333333333333333,0.6666666666666666
54,0,2,2,2,4,1,3,0,2,3,7,3,1,10686,0,11,3,2,1,13,4,3,9,4,7,0,2.25,0.7
56,0,1,1,9,3,3,1,0,3,1,6,3,1,2942,0,19,3,2,1,18,4,3,5,4,0,3,2.5,0.0
36,0,2,1,12,5,3,4,0,2,3,4,4,2,8858,0,11,3,2,0,15,2,2,14,8,7,8,3.5,0.4666666666666667
55,0,0,1,2,1,3,3,1,2,4,3,1,2,16756,0,15,3,2,0,31,3,4,9,7,6,2,1.8,0.6
43,0,2,2,25,3,3,3,1,2,3,7,4,0,10798,0,13,3,3,1,18,5,3,1,0,0,0,0.25,0.0
20,1,1,2,9,3,2,4,0,3,1,8,4,2,2323,1,14,3,2,0,2,3,3,2,2,0,2,1.0,0.0
21,1,2,1,10,3,1,3,0,2,1,2,1,2,1416,0,13,3,1,0,1,6,2,1,0,1,0,0.5,0.5
46,0,2,1,8,4,1,4,0,2,2,6,1,0,4615,1,23,4,1,3,19,2,3,16,13,1,7,5.333333333333333,0.058823529411764705
51,1,2,1,4,4,1,1,1,3,1,6,3,1,2461,1,12,3,3,3,18,2,4,10,0,2,7,5.0,0.18181818181818182
28,1,0,1,24,2,5,2,1,2,3,0,1,2,8722,0,12,3,1,0,10,2,2,10,7,1,9,2.5,0.09090909090909091
26,0,2,1,1,2,3,1,1,2,1,2,1,1,3955,0,16,3,1,2,6,2,3,5,3,1,3,2.5,0.16666666666666666
30,0,2,1,20,3,4,3,1,3,2,4,1,1,9957,0,15,3,3,1,7,1,2,6,2,0,2,2.0,0.0
41,0,2,1,7,2,5,2,0,4,1,6,3,1,3376,0,13,3,3,0,10,3,3,10,6,0,8,5.0,0.0
38,0,2,1,17,1,1,3,0,2,3,0,3,1,8823,0,18,3,1,1,20,4,2,19,9,1,9,4.75,0.05
40,0,2,1,20,4,5,1,1,3,3,0,4,1,10322,0,20,4,4,1,14,6,3,11,10,11,1,2.75,0.9166666666666666
27,0,0,1,8,5,1,1,1,1,1,2,3,1,4621,0,19,3,4,3,3,4,3,3,2,1,2,1.5,0.25
55,0,1,1,2,1,1,4,1,3,3,4,2,1,10976,0,18,3,2,1,23,4,3,3,2,1,2,0.75,0.25
28,0,2,1,10,3,4,3,0,3,2,6,3,2,3660,0,13,3,4,0,10,4,4,8,7,1,7,2.6666666666666665,0.1111111111111111
44,1,2,0,1,2,3,2,1,2,3,1,1,1,10482,0,14,3,4,1,24,1,3,20,6,3,6,5.0,0.14285714285714285
33,0,2,1,5,3,1,4,1,2,3,0,4,0,7119,0,15,3,3,1,9,2,3,3,2,1,2,0.75,0.25
35,1,2,2,4,3,5,4,1,3,3,7,1,2,9582,1,22,4,1,0,9,2,3,8,7,4,7,2.0,0.4444444444444444
33,1,1,1,29,4,3,1,0,2,2,6,3,2,4508,0,22,4,2,0,14,4,3,13,7,3,8,4.333333333333333,0.21428571428571427
28,0,2,1,15,2,1,1,1,3,1,2,3,0,2207,0,16,3,4,1,4,5,2,4,2,2,2,2.0,0.4
34,0,1,1,3,1,1,1,1,3,2,0,4,2,7756,0,17,3,3,0,7,1,2,6,2,0,4,2.0,0.0
37,0,2,2,10,4,1,4,0,2,2,7,4,0,6694,1,14,3,3,3,8,5,3,1,0,0,0,0.3333333333333333,0.0
25,1,2,1,4,1,5,4,1,3,1,2,4,1,3691,1,15,3,2,1,7,3,4,7,7,5,6,3.5,0.625
26,1,2,1,21,3,3,1,1,3,1,2,3,0,2377,0,20,4,3,1,1,0,2,1,1,0,0,0.5,0.0
33,1,2,1,25,3,3,1,1,2,1,6,2,2,2313,1,20,4,2,0,5,0,3,2,2,2,2,1.0,0.6666666666666666
42,0,2,1,2,2,3,4,1,3,4,3,1,1,17665,0,17,3,4,1,23,3,3,22,6,13,7,4.4,0.5652173913043478
28,1,1,1,1,3,3,1,1,2,1,2,2,0,2596,0,15,3,1,2,1,2,3,1,0,0,0,0.5,0.0
50,1,1,2,1,4,4,4,1,3,2,7,3,2,4728,1,14,3,4,0,5,4,3,0,0,0,0,0.0,0.0
33,0,1,2,7,3,1,4,0,3,2,7,2,1,4302,0,17,3,3,1,4,3,3,3,2,0,2,1.0,0.0
34,0,0,1,3,4,1,3,1,2,1,6,4,1,2979,0,17,3,4,3,6,2,3,0,0,0,0,0.0,0.0
48,0,0,1,1,4,3,1,1,4,4,3,4,2,16885,0,22,4,3,0,27,3,2,5,4,2,1,1.0,0.3333333333333333
45,0,0,2,9,4,1,2,0,2,2,7,3,1,5593,0,13,3,4,1,15,2,3,15,10,4,12,5.0,0.25
52,0,2,1,7,4,1,2,1,3,3,0,2,2,10445,0,19,3,4,0,18,4,3,8,6,4,0,2.0,0.4444444444444444
38,0,2,2,10,4,2,3,1,2,3,7,3,0,8740,1,14,3,2,2,9,2,3,8,7,2,7,2.0,0.2222222222222222
29,0,2,1,28,4,1,3,0,3,1,6,4,0,2514,0,22,4,1,1,11,1,3,7,5,1,7,3.5,0.125
28,0,2,1,3,3,3,4,0,3,3,4,2,0,7655,0,17,3,2,3,10,3,2,9,7,1,7,2.25,0.1
46,0,2,2,3,1,2,1,1,3,4,3,3,1,17465,0,12,3,4,1,23,3,3,12,9,4,9,2.4,0.3076923076923077
38,0,2,2,2,2,2,4,1,3,3,7,2,2,7351,0,16,3,3,0,10,2,3,1,0,0,0,0.25,0.0
43,0,1,1,27,3,1,3,0,3,3,4,1,1,10820,0,11,3,3,1,18,1,3,8,7,0,1,2.0,0.0
39,1,1,1,2,3,1,1,1,3,4,0,4,0,12169,0,11,3,4,3,21,4,3,18,7,11,5,3.6,0.5789473684210527
40,0,2,1,14,3,3,3,1,2,5,5,3,2,19626,0,14,3,1,0,21,2,4,20,7,4,9,3.3333333333333335,0.19047619047619047
21,0,2,1,1,1,5,4,0,2,1,6,2,2,2070,1,11,3,3,0,2,6,4,2,2,2,2,1.0,0.6666666666666666
39,0,0,1,9,3,1,3,1,3,2,2,2,2,6782,0,15,3,3,0,9,2,2,5,4,0,3,1.6666666666666667,0.0
36,0,0,1,18,4,1,1,1,3,2,4,4,2,7779,0,20,4,1,0,18,0,3,11,9,0,9,3.6666666666666665,0.0
31,0,1,2,20,3,1,3,1,4,1,8,4,1,2791,0,12,3,1,1,3,4,3,2,2,2,2,1.0,0.6666666666666666
28,0,2,1,2,1,1,1,1,2,1,6,2,1,3201,0,17,3,1,0,6,2,1,5,3,0,4,2.5,0.0
35,0,1,2,11,2,2,4,1,3,2,7,4,0,4968,0,11,3,4,1,5,3,3,5,2,0,2,1.6666666666666667,0.0
49,0,2,2,8,4,5,4,1,2,4,7,2,1,13120,0,17,3,2,1,22,3,3,9,8,2,3,1.8,0.2
34,0,1,1,2,2,1,4,1,3,2,4,3,2,4033,0,11,3,4,0,5,3,2,3,2,0,2,1.0,0.0
29,0,1,1,10,3,1,4,0,3,1,6,2,0,3291,0,14,3,4,2,8,2,2,7,5,1,1,3.5,0.125
42,0,2,1,29,3,3,2,1,1,2,2,4,2,4272,0,19,3,1,0,16,3,3,1,0,0,0,0.3333333333333333,0.0
